year;week;id;mileage;speed3_100;acc1_100;acc2_100;acc3_100;drg1_100;drg2_100;drg3_100;side1_100;side2_100;side3_100;avg_daily_business_mileage;cor_avg_daily_morning_jam_mileage;cor_avg_daily_night_mileage;avg_speed;max_evening_jam_speed;max_morning_jam_speed;max_night_speed;max_speed;crash
2017;25;1524197;1001.462;0;23.96486864;4.393514817;0;0.599489289;0.199735093;0;16.97504657;1.797277696;0.599100871;894;186.86;90.32;25.27261526;92;64;108;108;0
2017;25;1524200;2755.056;0.653581768;3.375708802;0.217705989;0;15.89815239;2.940269139;0;9.69148057;2.395702323;0;2522;428.22;806.7;38.17493965;126;116;112;126;0
2017;25;1524203;575.874;0;11.46070144;2.257544643;0;1.563044539;0.173645815;0;10.59267614;1.389278379;0;397;74.92;85.385;29.97140086;102;92;106;106;0
2017;25;1524206;1355.95;0.737482441;32.74449555;8.11229595;0;1.622606736;0.590081869;0;11.35729831;0.884999345;0;1332;365.12;90.04;20.013003;112;108;50;112;0
2017;25;1524209;1126.564;0;28.93752125;4.793489744;0;2.840653788;0.355090734;0;12.78233414;1.065286796;0.177540236;935;182.68;153.68;23.70158089;106;74;108;108;0
2017;25;1524212;1423.984;0;0.421277037;0;0;9.410296082;0.842698999;0.140444775;6.03922931;0.280917236;0.140438223;1329;292.74;10.02;29.57899226;0;66;100;106;0
2017;25;1524215;923.16;0;7.365874371;0.649869929;0;14.94851641;0.866551302;0;14.08175397;0.866594956;0;920;85.94;259.6;20.12094134;88;68;110;110;0
2017;25;1524218;516.484;0;10.45525174;1.161690383;0;2.323458609;0.38726359;0;11.61697232;0.774426793;0;515;138.88;0;18.15224339;0;68;66;70;0
2017;25;1524221;310.011;0;17.09617848;0.645060982;0;13.54798239;0.645066569;0;26.77338382;2.257843702;0;262;52.78;30.36;23.75289726;84;88;84;92;0
2017;25;1524224;363.918;0;35.72242702;10.71652038;0;5.770732429;0.8242435;0;18.96052566;2.747780168;0.274748339;362;56.44;28.92;16.46024816;34;80;80;86;0
2017;25;1524227;347.048;0;42.64520025;7.491495153;0;0;0;0;0;0;0;302;7.18;0;12.92404782;0;54;44;62;0
2017;25;1524230;532.296;0;1.502983348;0;0;3.005949427;0;0;7.51430574;0;0;334;79.12;160.12;18.04998244;20;70;108;108;0
2017;25;1524239;438.926;0;31.44072851;2.05024582;0;0.911054269;0;0;10.02449641;0.227740767;0;437;50.31;3.41;24.08466213;60;62;0;96;0
2017;25;1524245;1858.618;2.259947108;14.74239319;1.291398787;0;4.627228313;0.322614652;0;13.88143646;1.075832275;0.107591942;1050;300.1;113.18;36.77303687;108;70;122;122;0
2017;25;1524248;266.024;0;11.27723263;0.751896355;0;0;0;0;12.78045232;2.255248098;0.751702478;221;37.2;19.48;21.14413288;46;0;72;76;0
2017;25;1524251;573.768;0;11.85161177;0.348632116;0;2.788700921;0.348626832;0;18.12582784;1.742947526;0;453;12.66;0;22.2026012;0;74;102;102;0
2017;25;1524254;1131.216;0;37.12821321;2.386778904;0;3.71273552;0;0;7.690917772;0.265160579;0;664;144.66;117.45;18.66164201;74;78;74;116;0
2017;25;1524257;89.435;0;8.94474709;1.118204909;0;15.65387082;4.472673573;0;7.826920982;0;0;43;0;41.98;21.7446876;0;0;100;100;0
2017;25;1524260;509.472;0;29.44236483;9.029043755;0;7.066066481;0.785084334;0;3.140592547;0;0;390;77.16;106.94;16.44875084;72;70;88;100;0
2017;25;1524263;1501.354;0;45.02588864;23.44546766;1.598481665;2.131483678;0.266560713;0;16.38534098;1.598651698;0.26637778;1059;236.26;164.86;24.56762218;92;114;92;128;0
2017;25;1524266;55.545;0;9.002;0;0;1.8;0;0;5.401;0;0;55;0;6.75;25.4;74;0;86;86;0
2017;25;1524269;451.377;0;6.203493734;0.221608899;0;3.323177213;0.221639118;0;14.62173239;1.550882185;0.221557496;450;90.43;82.51;21.2554407;104;102;104;106;0
2017;25;1524272;520.513;0;18.0589187;4.226389954;0;3.842251898;0.960356152;0;21.70960208;3.265798107;0.192093312;516;95.03;18.86;31.18059849;104;66;0;110;0
2017;25;1524275;210.584;0;3.799196853;0;0;3.323792178;0;0;4.273897385;0;0;208;12.93;53.79;15.86559529;0;76;78;98;0
2017;25;1524278;535.768;0;22.02413143;10.82586308;0;1.493321822;0;0;3.359265802;1.866040581;0;524;141.44;64.34;33.94188218;82;88;90;114;0
2017;25;1524281;647.156;0;10.81675392;1.390596454;0;2.781238904;0.618183614;0;20.24226266;3.2450193;0;645;47.65;403.625;23.98315386;82;98;110;110;0
2017;25;1524284;292.122;0;0;0;0;9.585124804;0;0;6.846442548;0;0;291;58.06;10.84;22.93531292;86;24;46;88;0
2017;25;1524287;453.624;0;27.11494281;2.204544036;0;8.376964199;0.440987161;0;11.68372166;0.661296289;0;330;71.32;81.49;12.21016371;76;68;94;94;0
2017;25;1524290;283.733;0;60.26820758;16.56515505;0;4.581623266;0;0;30.66271339;10.22088209;0;281;41.49;0;22.64633;0;78;0;116;0
2017;25;1524293;190.168;0;1.05186727;0;0;22.61150405;2.103632194;0;2.103484514;0;0;188;52.91;13.73;14.6428689;74;78;74;78;0
2017;25;1524302;536.816;0;0;0;0;2.60803792;0;0;5.960813512;0.372552174;0;535;133.78;5.8;24.66353472;0;90;96;100;0
2017;25;1524314;1427.556;0;2.10158715;0.280218635;0;1.120938974;0;0;4.763568223;0.140052301;0;957;34.04;224.76;44.42437893;110;58;108;110;0
2017;25;1524317;344.844;0;12.17972437;0.580029115;0;27.25868557;4.060034363;0;18.5590524;1.159947976;0;283;0;70.28;16.39655724;78;0;78;80;0
2017;25;1524323;654.012;0;10.55019007;0.764351729;0;4.740052179;0.611662919;0;12.99668411;2.599202794;0;609;202.34;127.93;36.52624205;102;100;72;102;0
2017;25;1524326;752.992;0;4.781013947;2.390240823;0;12.48328741;1.593779937;0.265605287;19.12336932;3.452981883;0.531021347;622;135.04;8.02;29.27360906;92;98;58;100;0
2017;25;1524335;835.615;0;2.393509988;0.119685336;0;3.590343847;0.119608277;0;18.78862257;3.709754247;0.358901889;801;200.49;139.59;30.03185107;100;102;100;102;0
2017;25;1524338;1451.03;0;0.413493746;0.137925959;0;11.71565532;1.102747607;0;12.40483509;0.137925959;0;1158;256.66;56.26;25.89479219;70;112;62;112;0
2017;25;1524353;435.282;0;0;0;0;0.689103234;0;0;8.040826283;0;0;433;52.93;0;34.94584977;52;98;0;102;0
2017;25;1524356;122.974;0;20.32948511;0.813397051;0;0.813248662;0;0;19.51609447;1.626645714;0;104;4.28;4.79;20.37738042;90;52;60;90;0
2017;25;1524359;602.819;0;8.626096755;1.160913795;0;3.317556613;0.33187085;0;9.123846551;0.663646866;0;537;23.82;69.42;24.95216262;104;82;68;110;0
2017;25;1524365;392.901;0;12.98017851;9.162159918;0;0.763533043;0;0;9.925882329;0;0;318;31.38;32.94;23.77472497;70;82;60;82;0
2017;25;1524368;432.718;0;15.25207188;0.462153957;0;6.47056984;0;0;10.16811168;0.462153957;0;390;130.3;18.18;21.57675371;82;84;0;86;0
2017;25;1524371;665.104;0;0;0;0;8.720219942;0;0;1.202733924;0;0;663;250.92;35.68;27.08516527;72;70;98;104;0
2017;25;1524374;389.082;0;6.682728885;1.542153407;0;5.65440301;0.513943128;0;15.93468378;1.028050365;0;307;9.54;172.22;19.21259637;74;86;82;86;0
2017;25;1524380;507.086;0;40.62450688;8.282507922;0;4.733018376;0;0;22.48136268;2.366439137;0;441;123.12;0;18.35132765;76;72;0;76;0
2017;25;1524383;191.088;0;2.616605124;0;0;3.139926149;0;0;2.61660492;0;0;190;57.56;2.23;30.39156498;72;114;56;114;0
2017;25;1524386;736.651;0;4.343999863;0.543317103;0;0.407551799;0;0;1.90026029;0;0;708;133.92;42.9;39.79697167;108;112;62;112;0
2017;25;1524389;2.588;0;0;0;0;0;0;0;0;0;0;2;0;2.58;9.5;44;0;44;44;0
2017;25;1524395;365.446;0;12.04015421;2.189269036;0;3.831021979;0;0;23.5328864;1.641752943;0;312;32.16;0;18.85212374;74;70;0;78;0
2017;25;1524398;113.496;0;60.79504079;15.85954361;0;7.04874222;0;0;31.71907272;0.881037235;0;112;18.43;5.26;10.16397218;52;60;58;70;0
2017;25;1524401;488.904;0;8.590470186;0;0;37.2262014;2.863822125;0;22.09030134;2.454609208;0.409162175;455;106.76;52.28;13.99014364;72;72;72;74;0
2017;25;1524404;232.976;0;17.59857731;0.858422056;0;9.872212013;0.429221186;0;13.73535782;1.287706837;0;170;17.25;30.86;12.20358404;68;62;68;68;0
2017;25;1524407;413.268;0;13.79273707;3.629339346;0;12.3406206;3.629623581;0;33.39208271;2.903541218;0;326;64.8;0;20.5067376;52;60;0;112;0
2017;25;1524410;10.48;0;0;0;0;0;0;0;0;0;0;0;0;0;11.5;0;0;0;56;0
2017;25;1524413;16.684;0;0;0;0;35.963;0;0;83.913;23.975;0;16;0;0;16.4;0;68;0;68;0
2017;25;1524416;807.964;0;18.81285517;2.970715458;0;1.73301607;0;0;7.42642741;0.989987631;0;375;0;150.36;26.9613549;72;0;90;102;0
2017;25;1524419;802.606;0;31.14855498;5.482106513;0;5.731383648;0.4984995;0;7.724615089;0.249238585;0;572;73.72;197.64;28.70792831;98;90;102;102;0
2017;25;1524422;226.755;0;0.441088443;0;0;4.410244775;1.322833437;0;8.820112637;1.764053132;0;220;0.34;78.85;29.53645185;100;0;108;108;0
2017;25;1524425;107.194;0;0;0;0;2.799;0;0;1.866;0;0;0;0;0;46.4;0;0;0;116;0
2017;25;1524428;511.358;0;70.00963687;25.81340006;1.173157885;8.995507312;1.173427231;0;20.72916726;2.346787656;0;368;75.28;53.02;17.37964246;68;66;70;78;0
2017;25;1524431;148.811;0;2.016007338;0;0;12.76804619;0;0;7.391880325;0;0;114;13.13;0.01;18.74510822;0;0;56;86;0
2017;25;1524434;28.59;0;0;0;0;13.991;6.995;0;6.995;13.991;0;28;0;0;13.8;0;70;0;70;0
2017;25;1524437;260.696;0;6.904499329;0;0;14.19245495;0.383551478;0;6.137217606;0;0;223;30.95;20.12;12.42572342;66;70;66;94;0
2017;25;1524443;841.83;0;0.356323538;0;0;49.17844938;3.207299284;0.35639567;14.9673376;1.781854132;0;734;93.63;112.32;14.59057331;68;78;68;80;0
2017;25;1524446;203.509;0;27.51712948;1.474353945;0;3.439771008;0.491420492;0;22.60350182;0.491447671;0;202;52.37;2.4;19.94848594;86;78;0;92;0
2017;25;1524449;241.342;0;26.10414218;3.31481491;0;6.62970887;0;0;9.530110043;0.828691674;0;209;56.97;0;16.05963949;90;102;0;106;0
2017;25;1524452;891.444;0;23.78190458;7.403741662;0;0.673142044;0;0;5.608997043;0.448589879;0;509;54.1;56.14;47.60914158;74;88;74;132;0
